# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_protein_protein_contact	variants_effect_sequence_feature	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_structural_interaction_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
PTH1R	PTH1R	NM_000316.2	protein_coding	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0
PTH2	PTH2	NM_178449.3	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTH2R	PTH2R	NM_005048.3	protein_coding	0	0	0	7	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0
PTHLH	PTHLH	NM_198965.1	protein_coding	0	0	0	5	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2
PTK2	PTK2	NM_005607.4	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
PTK2B	PTK2B	NM_004103.4	protein_coding	0	0	0	11	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0
PTK6	PTK6	NM_005975.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PTK7	PTK7	NM_001270398.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
PTMA	PTMA	NM_001099285.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PTMS	PTMS	NM_002824.4	protein_coding	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
PTN	PTN	NM_001321386.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
PTOV1	PTOV1	NM_001305105.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PTOV1-AS1	PTOV1-AS1	NR_040037.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PTOV1-AS2	PTOV1-AS2	NR_110730.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTP4A2	PTP4A2	NM_080391.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPA	PTPA	NM_178001.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPDC1	PTPDC1	NM_001253829.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPMT1	PTPMT1	NM_175732.2	protein_coding	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
PTPN1	PTPN1	NM_002827.3	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
PTPN12	PTPN12	NM_002835.3	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1
PTPN13	PTPN13	NM_080685.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPN14	PTPN14	NM_005401.4	protein_coding	0	1	0	14	1	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	2
PTPN2	PTPN2	NM_002828.3	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPN21	PTPN21	NM_007039.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PTPN22	PTPN22	NM_015967.6	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPN23	PTPN23	NM_015466.3	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPN3	PTPN3	NM_002829.3	protein_coding	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPN4	PTPN4	NM_002830.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPN5	PTPN5	NM_006906.1	protein_coding	0	0	0	9	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPN7	PTPN7	NM_002832.3	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
PTPRA	PTPRA	NM_002836.3	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPRB	PTPRB	NM_001109754.3	protein_coding	0	1	1	5	0	0	0	0	5	1	0	0	1	0	0	0	0	0	0	0	0	0
PTPRC	PTPRC	NM_002838.4	protein_coding	0	1	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0
PTPRD	PTPRD	NM_002839.3	protein_coding	0	0	0	247	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPRD-AS2	PTPRD-AS2	NR_110696.1		0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PTPRE	PTPRE	NM_001323355.1	protein_coding	0	0	0	18	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPRF	PTPRF	NM_002840.4	protein_coding	0	1	0	5	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0
PTPRG	PTPRG	NM_002841.3	protein_coding	0	20	0	51	0	0	0	0	51	0	0	0	20	0	0	0	0	0	0	0	0	0
PTPRG-AS1	PTPRG-AS1	NR_038281.1		0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
PTPRH	PTPRH	NM_002842.4	protein_coding	0	1	0	3	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0
PTPRJ	PTPRJ	NM_002843.3	protein_coding	0	0	1	9	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0
PTPRK	PTPRK	NM_001291981.1	protein_coding	0	0	0	13	0	0	0	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPRM	PTPRM	NM_001105244.1	protein_coding	0	6	0	48	0	0	0	2	46	0	0	0	6	0	0	0	0	0	0	0	0	0
PTPRN2	PTPRN2	NM_001308268.1	protein_coding	0	0	0	103	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPRO	PTPRO	NM_030667.2	protein_coding	0	2	0	11	0	0	0	0	12	0	0	0	1	0	0	1	0	0	0	0	0	0
PTPRQ	PTPRQ	NM_001145026.1	protein_coding	0	0	2	8	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0	0	1
PTPRR	PTPRR	NM_002849.3	protein_coding	0	0	1	9	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0
PTPRS	PTPRS	NM_002850.3	protein_coding	0	0	0	17	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPRT	PTPRT	NM_133170.3	protein_coding	0	0	0	101	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPRU	PTPRU	NM_005704.4	protein_coding	0	3	0	6	0	0	0	0	6	0	0	0	3	0	0	0	0	0	0	0	0	0
PTPRVP	PTPRVP	NR_002930.2		0	0	0	4	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1
PTPRZ1	PTPRZ1	NM_002851.2	protein_coding	0	1	1	11	0	0	0	0	9	1	0	0	1	0	0	0	0	0	0	0	0	2
PTRF	PTRF	NM_012232.5	protein_coding	0	0	0	3	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PTRH2	PTRH2	NM_001015509.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
PTS	PTS	NM_000317.2	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PTTG1IP	PTTG1IP	NM_004339.3	protein_coding	0	1	0	4	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	1
PTX3	PTX3	NM_002852.3	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTX4	PTX4	NM_001328608.1	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
PUF60	PUF60	NM_078480.2	protein_coding	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
PUM1	PUM1	NM_001020658.1	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
PUM2	PUM2	NM_015317.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PUM3	PUM3	NM_014878.4	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
PUS1	PUS1	NM_025215.5	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
PUS10	PUS10	NM_001322123.1	protein_coding	0	0	0	10	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
PUS3	PUS3	NM_031307.3	protein_coding	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PUS7	PUS7	NM_001318163.1	protein_coding	0	0	0	3	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
PUS7L	PUS7L	NM_001098614.2	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
PUSL1	PUSL1	NM_153339.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PVALB	PVALB	NM_001315532.1	protein_coding	0	0	0	8	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	1
PVR	PVR	NM_006505.4	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PVRIG	PVRIG	NM_024070.3	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PVT1	PVT1	NR_003367.3		0	0	0	25	0	0	0	1	24	0	0	0	0	0	0	0	0	0	0	0	0	0
PWP1	PWP1	NM_007062.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PWP2	PWP2	NM_005049.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PWRN1	PWRN1	NR_026646.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PWRN4	PWRN4	NR_126392.1		0	0	0	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
PWWP2A	PWWP2A	NM_001130864.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PWWP2B	PWWP2B	NM_138499.3	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PXDC1	PXDC1	NM_183373.3	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PXDN	PXDN	NM_012293.2	protein_coding	0	1	0	12	0	0	0	0	11	0	0	0	0	0	0	1	0	0	0	0	1	1
PXDNL	PXDNL	NM_144651.4	protein_coding	0	0	0	21	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0
PXK	PXK	NM_017771.4	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
PXMP4	PXMP4	NM_007238.4	protein_coding	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
PXN	PXN	NM_001243756.1	protein_coding	0	0	1	3	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0
PXT1	PXT1	NM_152990.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
PXYLP1	PXYLP1	NM_001037172.2	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
PYCR2	PYCR2	NM_013328.3	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PYCRL	PYCRL	NM_023078.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PYDC1	PYDC1	NM_152901.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PYDC2	PYDC2	NM_001083308.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PYGB	PYGB	NM_002862.3	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYGL	PYGL	NM_002863.4	protein_coding	0	2	1	7	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	2	3
PYGM	PYGM	NM_005609.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
PYGO1	PYGO1	NM_015617.2	protein_coding	0	0	0	6	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	2
PYHIN1	PYHIN1	NM_152501.4	protein_coding	0	0	0	7	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0
PYROXD2	PYROXD2	NM_032709.2	protein_coding	0	1	1	7	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	1	1
PYURF	PYURF	NM_032906.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PYY	PYY	NM_004160.5	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PZP	PZP	NM_002864.2	protein_coding	0	1	1	3	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0
QDPR	QDPR	NM_000320.2	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
QKI	QKI	NM_006775.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
QPCT	QPCT	NM_012413.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
QPCTL	QPCTL	NM_017659.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
QPRT	QPRT	NM_014298.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
QRFP	QRFP	NM_198180.2	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
QRFPR	QRFPR	NM_198179.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
QRICH1	QRICH1	NM_001320580.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
QRICH2	QRICH2	NM_032134.2	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
QRSL1	QRSL1	NM_018292.4	protein_coding	0	0	0	3	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
QSER1	QSER1	NM_001076786.2	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
QSOX1	QSOX1	NM_002826.4	protein_coding	0	1	0	6	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	1	1
QSOX2	QSOX2	NM_181701.3	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
QTRT2	QTRT2	NM_001256835.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
R3HCC1	R3HCC1	NM_001136108.2	protein_coding	0	0	2	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
R3HCC1L	R3HCC1L	NM_001256619.1	protein_coding	0	0	1	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
R3HDM1	R3HDM1	NM_001282798.1	protein_coding	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0
R3HDM2	R3HDM2	NM_001330121.1	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1
R3HDM4	R3HDM4	NM_138774.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
R3HDML	R3HDML	NM_178491.3	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB10	RAB10	NM_016131.4	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB11B	RAB11B	NM_004218.3	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RAB11B-AS1	RAB11B-AS1	NR_038237.1		0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RAB11FIP1	RAB11FIP1	NM_001002814.2	protein_coding	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
RAB11FIP2	RAB11FIP2	NM_001330167.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RAB11FIP3	RAB11FIP3	NM_014700.3	protein_coding	0	0	0	10	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB11FIP4	RAB11FIP4	NM_032932.5	protein_coding	0	0	0	17	1	0	0	3	12	0	0	0	0	0	0	0	0	0	0	0	0	1
RAB11FIP5	RAB11FIP5	NM_015470.2	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RAB12	RAB12	NM_001025300.2	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1
RAB17	RAB17	NM_022449.3	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RAB18	RAB18	NM_001256410.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB19	RAB19	NM_001008749.2	protein_coding	0	0	0	3	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB1A	RAB1A	NM_004161.4	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
RAB1B	RAB1B	NM_030981.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RAB20	RAB20	NM_017817.2	protein_coding	0	0	0	9	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB22A	RAB22A	NM_020673.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB25	RAB25	NM_020387.3	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB27B	RAB27B	NM_004163.4	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB29	RAB29	NM_001135662.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB2A	RAB2A	NM_002865.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB2B	RAB2B	NM_032846.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB30	RAB30	NM_001286059.1	protein_coding	0	0	0	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB31	RAB31	NM_006868.3	protein_coding	0	0	0	23	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB33B	RAB33B	NM_031296.2	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RAB36	RAB36	NM_004914.3	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
RAB38	RAB38	NM_022337.2	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB39A	RAB39A	NM_017516.2	protein_coding	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB3A	RAB3A	NM_002866.4	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RAB3B	RAB3B	NM_002867.3	protein_coding	0	0	0	4	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB3C	RAB3C	NM_138453.3	protein_coding	0	0	0	21	0	0	0	2	19	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB3D	RAB3D	NM_004283.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB3GAP1	RAB3GAP1	NM_001172435.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB3GAP2	RAB3GAP2	NM_012414.3	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RAB3IL1	RAB3IL1	NM_013401.3	protein_coding	0	0	0	7	1	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	1
RAB3IP	RAB3IP	NM_175623.3	protein_coding	0	0	0	7	1	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB40A	RAB40A	NM_080879.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB40AL	RAB40AL	NM_001031834.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RAB40B	RAB40B	NM_006822.2	protein_coding	0	0	0	7	1	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB40C	RAB40C	NM_001172663.1	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RAB41	RAB41	NM_001032726.2	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RAB44	RAB44	NM_001257357.1	protein_coding	0	0	0	5	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB4A	RAB4A	NM_004578.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB5A	RAB5A	NM_004162.4	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
RAB5B	RAB5B	NM_001252036.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB5C	RAB5C	NM_001252039.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB6A	RAB6A	NM_002869.4	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB6B	RAB6B	NM_016577.3	protein_coding	0	0	0	10	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB7A	RAB7A	NM_004637.5	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB8A	RAB8A	NM_005370.4	protein_coding	0	1	0	4	0	0	0	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0
RAB8B	RAB8B	NM_016530.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB9A	RAB9A	NM_001195328.1	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RAB9B	RAB9B	NM_016370.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RAB9BP1	RAB9BP1	NR_000039.2		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RABAC1	RABAC1	NM_006423.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RABEP1	RABEP1	NM_004703.5	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
RABGAP1	RABGAP1	NM_012197.3	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RABGAP1L	RABGAP1L	NM_014857.4	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
RABGGTA	RABGGTA	NM_004581.5	protein_coding	0	0	0	3	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
RABGGTB	RABGGTB	NM_004582.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RABIF	RABIF	NM_002871.4	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RABL2A	RABL2A	NM_001306160.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RABL3	RABL3	NM_173825.3	protein_coding	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RABL6	RABL6	NM_001173988.1	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
RAC1	RAC1	NM_018890.3	protein_coding	0	1	0	3	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1
RAC2	RAC2	NM_002872.4	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RACGAP1	RACGAP1	NM_001320006.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RAD1	RAD1	NM_002853.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RAD17	RAD17	NM_133339.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAD18	RAD18	NM_020165.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
RAD21	RAD21	NM_006265.2	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RAD21-AS1	RAD21-AS1	NR_033886.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
RAD21L1	RAD21L1	NM_001136566.2	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RAD51	RAD51	NM_001164269.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAD51AP1	RAD51AP1	NM_001130862.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAD51B	RAD51B	NM_001321821.1	protein_coding	0	0	0	53	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	1
